questionnaire_item_id,feature,question_text_primary,caregiver_question,psychologist_question,feature_label_human,feature_description,term_explanation,section_name,subsection_name,questionnaire_section_suggested,questionnaire_subsection_suggested,layer,domain,domains_final,module,criterion_ref,instrument_or_source,feature_type,feature_role,dataset_class,questionnaire_class,visible_question_yes_no,generated_input_yes_no,show_in_questionnaire_yes_no,is_direct_input,is_transparent_derived,derivable_if_not_shown_yes_no,requires_internal_scoring,requires_exact_item_wording,requires_clinician_administration,requires_child_self_report,who_answers,respondent_expected,administered_by,response_type,scale_id,scale_name,response_options_json,min_value,max_value,unit,scale_guidance,include_caregiver_1_3,include_caregiver_2_3,include_caregiver_full,include_psychologist_1_3,include_psychologist_2_3,include_psychologist_full,modes_applicable,caregiver_rank,psychologist_rank,caregiver_priority_bucket,psychologist_priority_bucket,derived_from_features,internal_scoring_formula_summary,selection_rationale,help_text,notes,canonical_question_id,reuse_answer_from_question_id,question_audit_status
Q095,social_anxiety_fear_performance,"¿Le da mucho miedo actuar, exponer o hablar frente a otras personas?","¿Le da mucho miedo actuar, exponer o hablar frente a otras personas?","¿Le da mucho miedo actuar, exponer o hablar frente a otras personas?",Social anxiety fear performance,Input for social_anxiety - Social anxiety fear performance,"Ansiedad social: miedo intenso a ser observado, juzgado o quedar mal frente a otras personas.","4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,"4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",62.0,62.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa core_symptom; respondible por ambos roles,Incluya situaciones de rendimiento.,,,,audited_v16_4
Q096,social_anxiety_impairment,¿Cuánto afecta esta ansiedad social la vida diaria?,¿Cuánto afecta esta ansiedad social la vida diaria?,¿Cuánto afecta esta ansiedad social la vida diaria?,Social anxiety impairment,Input for social_anxiety - Social anxiety impairment,"Ansiedad social: miedo intenso a ser observado, juzgado o quedar mal frente a otras personas.","4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,"4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,dsm5,adhd,adhd|elimination|anxiety|depression,social_anxiety,Social_G,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",82.0,82.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Impacto funcional.,,,,audited_v16_4
Q097,social_anxiety_not_better_explained,"Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica mejor por otro trastorno o condición?","Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica mejor por otro trastorno o condición?","Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica mejor por otro trastorno o condición?",Social anxiety not better explained,Input for social_anxiety - Social anxiety not better explained,"Ansiedad social: miedo intenso a ser observado, juzgado o quedar mal frente a otras personas.","4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,"4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,dsm5,adhd,adhd|depression,social_anxiety,Social_IJ,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,140.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q098,social_anxiety_not_due_substance_medical,"Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica por una sustancia o un problema médico?","Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica por una sustancia o un problema médico?","Según su juicio clínico, ¿este miedo a interactuar o ser observado no se explica por una sustancia o un problema médico?",Social anxiety not due substance medical,Input for social_anxiety - Social anxiety not due substance medical,"Ansiedad social: miedo intenso a ser observado, juzgado o quedar mal frente a otras personas.","4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,"4. Miedos, preocupación y evitación",Miedo a interactuar o ser observado,dsm5,adhd,adhd|depression,social_anxiety,Social_H,dsm5,exclusion_flag,exclusion_flag,model_input,direct_psychologist_only,yes,no,yes,yes,no,no,no,yes,no,no,Psicólogo/a,psychologist,caregiver_or_psychologist,single_choice,YES_NO,Sí / No,"[{""value"": 0, ""label"": ""No""}, {""value"": 1, ""label"": ""Sí""}]",0.0,1.0,,Seleccione Sí o No.,no,no,no,no,no,yes,psychologist_full,,141.0,no_aplica,baja,,,feature DSM-5 explícita; prioridad DSM-5 high; capa clinician_gate; solo psicólogo,Solo psicólogo.,,,,audited_v16_4
Q099,pdd_01_appetite_change,¿Ha habido cambios persistentes en el apetito?,¿Ha habido cambios persistentes en el apetito?,¿Ha habido cambios persistentes en el apetito?,Pdd 01 appetite change,Input for persistent_depressive_disorder - Pdd 01 appetite change,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",124.0,142.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,Incluya aumento o disminución.,,,,audited_v16_4
Q100,pdd_02_sleep_change,"Durante este periodo, ¿ha dormido mucho menos o mucho más de lo habitual?","Durante este periodo, ¿ha dormido mucho menos o mucho más de lo habitual?","Durante este periodo, ¿ha dormido mucho menos o mucho más de lo habitual?",Pdd 02 sleep change,Input for persistent_depressive_disorder - Pdd 02 sleep change,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",125.0,143.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,"Incluya dificultad para dormir, despertar muchas veces, despertarse muy temprano o dormir mucho más de lo normal.",,,,audited_v16_4
Q101,pdd_03_low_energy,¿Se ha mostrado con poca energía durante mucho tiempo?,¿Se ha mostrado con poca energía durante mucho tiempo?,¿Se ha mostrado con poca energía durante mucho tiempo?,Pdd 03 low energy,Input for persistent_depressive_disorder - Pdd 03 low energy,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",126.0,144.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,Observe cansancio persistente.,,,,audited_v16_4
Q102,pdd_04_low_self_esteem,¿Suele sentirse mal consigo mismo o con baja autoestima?,¿Suele sentirse mal consigo mismo o con baja autoestima?,¿Suele sentirse mal consigo mismo o con baja autoestima?,Pdd 04 low self esteem,Input for persistent_depressive_disorder - Pdd 04 low self esteem,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",127.0,145.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,Observe autocrítica persistente o autovaloración baja.,,,,audited_v16_4
Q103,pdd_05_concentration_difficulty,¿Tiene dificultad persistente para concentrarse o pensar con claridad?,¿Tiene dificultad persistente para concentrarse o pensar con claridad?,¿Tiene dificultad persistente para concentrarse o pensar con claridad?,Pdd 05 concentration difficulty,Input for persistent_depressive_disorder - Pdd 05 concentration difficulty,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|conduct|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",128.0,146.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,Observe si la concentración baja forma parte de un estado de ánimo triste o irritable prolongado.,,,,audited_v16_4
Q104,pdd_06_hopelessness,¿Se muestra sin esperanza o cree que las cosas no van a mejorar?,¿Se muestra sin esperanza o cree que las cosas no van a mejorar?,¿Se muestra sin esperanza o cree que las cosas no van a mejorar?,Pdd 06 hopelessness,Input for persistent_depressive_disorder - Pdd 06 hopelessness,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|anxiety|depression,persistent_depressive_disorder,PDD_B,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",129.0,147.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa associated_symptom; respondible por ambos roles,"Observe frases o actitudes muy negativas, como sentir que nada puede salir bien o que no vale la pena intentarlo.",,,,audited_v16_4
Q105,pdd_depressed_or_irritable_mood,"¿Se ha mostrado triste, decaído o irritable la mayor parte del tiempo?","¿Se ha mostrado triste, decaído o irritable la mayor parte del tiempo?","¿Se ha mostrado triste, decaído o irritable la mayor parte del tiempo?",Pdd depressed or irritable mood,Input for persistent_depressive_disorder - Pdd depressed or irritable mood,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_A,dsm5,symptom_item,symptom_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,FREQ_0_3,Frecuencia 0-3,"[{""value"": 0, ""label"": ""0 = Nunca o ausente""}, {""value"": 1, ""label"": ""1 = Leve / ocasional""}, {""value"": 2, ""label"": ""2 = Claro / frecuente""}, {""value"": 3, ""label"": ""3 = Muy marcado / casi siempre""}]",0.0,3.0,,"0 nunca o ausente, 1 leve u ocasional, 2 claro o frecuente, 3 muy marcado o casi siempre.",no,no,yes,no,yes,yes,"caregiver_full, psychologist_2_3, psychologist_full",102.0,102.0,baja,media,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa core_symptom; respondible por ambos roles,En niños puede verse más como irritabilidad que como tristeza.,,,,audited_v16_4
Q106,pdd_duration_months_child,¿Cuántos meses lleva presente este estado de ánimo triste o irritable persistente?,¿Cuántos meses lleva presente este estado de ánimo triste o irritable persistente?,¿Cuántos meses lleva presente este estado de ánimo triste o irritable persistente?,Pdd duration months child,Input for persistent_depressive_disorder - Pdd duration months child,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_A,dsm5,duration_item,duration_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,integer,INTEGER_MONTHS,Número de meses,,0.0,240.0,meses,Ingrese un número entero de meses.,no,yes,yes,no,yes,yes,"caregiver_2_3, caregiver_full, psychologist_2_3, psychologist_full",93.0,93.0,media,media,,,feature DSM-5 explícita; prioridad DSM-5 high; capa criteria_support; respondible por ambos roles,Duración del problema en meses.,,,,audited_v16_4
Q107,pdd_impairment,¿Cuánto afecta este estado de ánimo persistente la vida diaria?,¿Cuánto afecta este estado de ánimo persistente la vida diaria?,¿Cuánto afecta este estado de ánimo persistente la vida diaria?,Pdd impairment,Input for persistent_depressive_disorder - Pdd impairment,Se pregunta por un estado de ánimo triste o irritable persistente durante mucho tiempo.,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,"5. Estado de ánimo, tristeza e irritabilidad",Ánimo bajo o irritable por largo tiempo,dsm5,adhd,adhd|elimination|anxiety|depression,persistent_depressive_disorder,PDD_H,dsm5,impairment_item,impairment_item,model_input,direct_both,yes,no,yes,yes,no,no,no,yes,no,no,Cuidador y/o psicólogo/a,caregiver_or_psychologist,caregiver_or_psychologist,single_choice,IMPACT_0_3,Impacto 0-3,"[{""value"": 0, ""label"": ""0 = Sin impacto""}, {""value"": 1, ""label"": ""1 = Impacto leve""}, {""value"": 2, ""label"": ""2 = Impacto moderado""}, {""value"": 3, ""label"": ""3 = Impacto marcado""}]",0.0,3.0,,"0 sin impacto, 1 impacto leve, 2 impacto moderado, 3 impacto marcado.",no,no,yes,no,no,yes,"caregiver_full, psychologist_full",130.0,148.0,baja,baja,,,feature DSM-5 explícita; prioridad DSM-5 medium; capa criteria_support; respondible por ambos roles,Impacto funcional.,,,,audited_v16_4
